m1_rec,m2_rec,chi1_rec,chi2_rec,snr,pipeline,HasNS_true,HasREM_true,P_NS,P_REM
137.30063,20.935587,0.23203126,0.23203126,9.923072106622527,gstlal,0,0,0.0123,0.0
2.3615187,1.4537897,-0.19827656,0.099375914,12.81018794384772,pycbc,1,1,0.9885,0.9847
5.01164,0.79363,0.45913,-0.88751,12.433115,MBTA,1,1,0.9867,0.6232
2.340226,1.463003,-0.208486,0.0,12.481306,MBTA,1,1,0.9885,0.9847
2.3144369,1.4817296,-0.1323024,0.0,12.56071194106535,pycbc,1,1,0.9885,0.9847
2.8382361,1.2368037,-0.01546875,-0.01546875,12.91157173962457,gstlal,1,1,0.9885,0.9847
2.6243134,1.3237191,-0.04640625,-0.04640625,12.85763418694566,gstlal,1,1,0.9885,0.9847
2.7506504,1.2695359,-0.04640625,-0.04640625,12.81864068346827,gstlal,1,1,0.9885,0.9847
3.6662521,0.99833828,0.01546875,0.01546875,11.66536730684962,gstlal,1,1,0.9885,0.9847
3.3025186,1.1025186,0.23203126,0.23203126,10.88413159969081,gstlal,1,1,0.9885,0.9847
191.81351,149.27057,-0.0309375,-0.0309375,9.652735718307154,gstlal,0,0,0.0685,0.0
191.81351,183.9621,0.35578126,0.35578126,9.898161354927362,gstlal,0,0,0.0685,0.0
157.12176,11.538693,-0.4382574,-0.70932621,10.85448179097021,pycbc,0,0,0.0123,0.0
198.29749,22.025118,0.45940244,0.45940244,9.82348884623096,pycbc,0,0,0.0124,0.0
1.9383053,1.1908349,-0.04640625,-0.04640625,8.660449673284056,gstlal,1,1,0.9885,0.9847
2.7222338,1.6956743,0.46384238,-0.15477804,12.93925285339355,pycbc,1,1,0.9885,0.9847
3.792887,1.2761856,0.35578126,0.35578126,12.58328914642334,gstlal,1,1,0.9885,0.9847
3.9136593,1.2432818,0.35578126,0.35578126,12.5570125579834,gstlal,1,1,0.9883,0.9357
4.1996446,1.1677324,0.29390624,0.29390624,10.74382495880127,gstlal,1,1,0.9871,0.8183
4.9558754,1.0356078,0.53187603,0.0,12.61714649200439,pycbc,1,1,0.9885,0.9847
12.963039,1.244742,0.56636162,-0.68186427,18.74472808837891,pycbc,1,0,0.988,0.0011
4.4133325,2.89061,-0.04640625,-0.04640625,18.03107643127441,gstlal,1,0,0.9874,0.0029
9.39993,1.5625439,0.37631834,0.0,18.55853652954102,pycbc,1,0,0.9861,0.0026
8.4353781,1.6965489,0.29390624,0.29390624,18.00256538391113,gstlal,1,0,0.988,0.0017
8.7953949,1.6441948,0.32484376,0.32484376,17.52345085144043,gstlal,1,0,0.9885,0.0
2.4422033,1.5930701,-0.46989636,0.74084666,10.07912635803223,pycbc,1,1,0.9868,0.9407
3.7632806,1.1025186,0.17015626,0.17015626,9.772631645202637,gstlal,1,1,0.9885,0.9847
1.9640918,1.9640918,-0.046832386,-0.046832386,9.913421630859377,pycbc,1,1,0.9885,0.9847
3.0536022,1.3031346,-0.01546875,-0.01546875,9.465625762939451,gstlal,1,1,0.9885,0.9847
2.4907329,1.564585,-0.01546875,-0.01546875,9.7835111618042,gstlal,1,1,0.9885,0.9847
6.4288613,4.6174932,0.86277945,0.79682972,8.487231313702678,pycbc,1,0,0.4799,0.001
58.818283,1.0489218,0.95761627,0.0,9.56647127260466,pycbc,1,0,0.9885,0.0004
150.73805,8.1646795,0.026936616,-0.74170867,18.87476625785967,pycbc,0,0,0.0166,0.0
153.79944,6.9903698,0.012876894,0.012876894,18.8390858038588,pycbc,0,0,0.0604,0.0
162.28406,16.292215,0.19335938,0.19335938,18.74405093701944,gstlal,0,0,0.0204,0.0
97.242424,91.227272,0.076064959,-0.78068233,18.63667530581701,spiir,0,0,0.0123,0.0
97.102951,1.9789025,-0.84094977,0.018890552,17.32558984483754,spiir,0,0,0.2794,0.0
162.28406,16.292215,0.17789061,0.17789061,18.74836898928377,gstlal,0,0,0.0204,0.0
149.27057,11.662012,0.0077343751,0.0077343751,18.68114215393022,gstlal,0,0,0.017,0.0
106.84828,9.0754566,0.51046872,0.51046872,8.909747132298353,gstlal,0,0,0.0123,0.0
98.280159,9.0754566,0.41765624,0.41765624,8.887651116951657,gstlal,0,0,0.0123,0.0
90.399117,10.72684,0.44859374,0.44859374,8.844246341707546,gstlal,0,0,0.0123,0.0
2.193711,1.076816,-0.283273,0.0,9.848425,MBTA,1,1,0.9885,0.9847
113.00578,1.8411029,-0.02442659,-0.61747383,11.13727313513206,pycbc,0,0,0.2163,0.0
106.84828,57.082771,-0.17015626,-0.17015626,10.69588663346459,gstlal,0,0,0.0123,0.0
107.42909,1.4817361,-0.047815572,0.0,10.48951525448299,pycbc,0,0,0.3415,0.0
83.150055,76.482292,-0.4021875,-0.4021875,10.66378042063269,gstlal,0,0,0.0123,0.0
76.482292,64.707939,-0.95906252,-0.95906252,10.38284474157258,gstlal,0,0,0.0123,0.0
1.6594567,1.4252959,0.41742292,-0.43919512,9.84840742203781,pycbc,1,1,0.9885,0.9847
2.399122,1.022052,0.219462,0.0,9.641193,MBTA,1,1,0.9885,0.9847
1.6989161,1.3938054,0.04054844,0.04054844,9.748347840824788,pycbc,1,1,0.9885,0.9847
1.8110359,1.3116723,0.04640625,0.04640625,9.84061632457167,gstlal,1,1,0.9885,0.9847
1.7188522,1.3784133,0.04640625,0.04640625,9.77273496116161,gstlal,1,1,0.9885,0.9847
2.0637758,1.8201388,0.38153062,-0.16737749,11.14823366658131,pycbc,1,1,0.9885,0.9847
3.8028073,1.0684958,0.32484376,0.32484376,10.32563569245209,gstlal,1,1,0.9885,0.9847
1.9343011,1.9343011,0.049895886,0.049895886,10.72996394043039,pycbc,1,1,0.9885,0.9847
3.4076767,1.1677324,0.29390624,0.29390624,10.39767428177767,gstlal,1,1,0.9885,0.9847
2.7483461,1.3985482,0.30096152,-0.012541608,10.49232542758121,spiir,1,1,0.9885,0.9847
3.3088167,1.1900384,0.22717527,0.045674823,10.10571225253244,spiir,1,1,0.9885,0.9847
3.8831103,1.0463992,0.26296875,0.26296875,10.27697725837052,gstlal,1,1,0.9885,0.9847
3.5904338,1.1140987,0.23203126,0.23203126,10.34576953696568,gstlal,1,1,0.9885,0.9847
10.927836,2.437889,0.81805238,0.57228349,9.491704614847142,pycbc,1,0,0.5412,0.0088
20.612996,1.542797,0.851432,0.0,10.231433,MBTA,1,0,0.4165,0.0012
17.993567,1.6932418,0.84878969,0.0,9.688988151583596,pycbc,1,0,0.3444,0.0747
5.9131985,4.0594292,0.71156251,0.71156251,9.973984512168476,gstlal,1,0,0.2632,0.0025
5.7909131,4.1451516,0.71156251,0.71156251,10.02029845868385,gstlal,1,0,0.272,0.0008
9.5057847,2.4020086,-0.050815476,0.49099835,17.24663352966309,pycbc,1,0,0.3385,0.0
7.2874675,2.9671106,-0.17015626,-0.17015626,16.06550979614258,gstlal,1,0,0.5219,0.0
17.514725,1.5460021,0.45074803,0.0,16.93163299560547,pycbc,1,0,0.9885,0.0
6.2957678,3.3634598,-0.26296875,-0.26296875,15.9834156036377,gstlal,1,0,0.422,0.0
5.6711564,3.2939031,-0.91265625,-0.91265625,12.83121967315674,gstlal,1,0,0.3727,0.0
3.319177,2.679228,-0.225288,-0.225288,9.688784,MBTA,1,0,0.9871,0.0282
7.1741438,1.4056838,0.20109375,0.20109375,9.40378934070974,gstlal,1,0,0.9871,0.0063
4.8232212,1.9231753,-0.04640625,-0.04640625,9.427585905018804,gstlal,1,0,0.988,0.0084
3.9136593,2.2494922,-0.44859374,-0.44859374,8.871999392638296,gstlal,1,0,0.9883,0.0018
3.562408,2.5499814,-0.0309375,-0.0309375,9.185691510886436,gstlal,1,0,0.9874,0.1372
111.40851,7.6783013,0.71929687,0.71929687,8.660693574789159,gstlal,0,0,0.0123,0.0
2.7823561,1.0658704,0.31381185,-0.40569477,13.05457437589613,pycbc,1,1,0.9885,0.9847
2.008971,1.418677,0.042979,0.0,13.690066,MBTA,1,1,0.9885,0.9847
2.1183255,1.3516718,0.04640625,0.04640625,12.89192107780537,gstlal,1,1,0.9885,0.9847
3.1180844,0.97132874,0.20109375,0.20109375,12.89489890752646,gstlal,1,1,0.9885,0.9847
1.9906472,1.4303246,0.015625181,0.015625181,12.62318377973091,pycbc,1,1,0.9885,0.9847
3.0856748,0.98796147,0.35578126,0.35578126,10.73814934511154,gstlal,1,1,0.9885,0.9847
3.0061171,1.0141082,0.44859374,0.44859374,10.46377368853565,gstlal,1,1,0.9885,0.9847
2.2427731,1.7411075,-0.073892605,0.04138491,11.81455135345459,pycbc,1,1,0.9885,0.9847
4.177762,1.0247597,0.23203126,0.23203126,11.71628379821777,gstlal,1,1,0.9882,0.9233
4.4713511,0.9725982,0.26296875,0.26296875,11.70036220550537,gstlal,1,1,0.9871,0.813
4.2728124,1.0072961,0.30590293,0.0,11.60836601257324,pycbc,1,1,0.9869,0.893
3.3899207,1.2368037,0.44859374,0.44859374,9.5747709274292,gstlal,1,1,0.9885,0.9847
4.0700469,1.0409468,0.13921875,0.13921875,10.75747489929199,gstlal,1,1,0.9885,0.9847
2.0745182,1.1571052,-0.01546875,-0.01546875,9.35427188873291,gstlal,1,1,0.9885,0.9847
2.0853844,1.1540866,0.01546875,0.01546875,8.715543746948242,gstlal,1,1,0.9885,0.9847
2.129421,1.1302201,-0.01546875,-0.01546875,9.384679794311523,gstlal,1,1,0.9885,0.9847
2.464844,0.99443424,-0.01546875,-0.01546875,9.096013069152832,gstlal,1,1,0.9885,0.9847
3.5935404,1.1366347,0.3760954,-0.45552411,10.00233745574951,pycbc,1,1,0.9885,0.9847
3.8177965,1.0824102,0.2848253,0.0,9.856311798095703,pycbc,1,1,0.9885,0.9847
2.2731192,1.6921231,0.04640625,0.04640625,9.610430717468262,gstlal,1,1,0.9885,0.9847
3.1018374,1.2828702,0.13921875,0.13921875,9.66985034942627,gstlal,1,1,0.9885,0.9847
131.68057,126.29055,0.72703123,0.72703123,8.673986434936523,gstlal,0,0,0.0123,0.0
31.45848,1.2790262,0.18198542,0.21224532,12.63199996948242,pycbc,1,0,0.9885,0.0
13.255337,2.2178278,-0.99357778,-0.99357778,13.50535774230957,pycbc,1,0,0.6552,0.0
3.1445018,1.0620082,0.24331341,0.71488149,9.542285919189451,pycbc,1,1,0.9885,0.9847
2.1380639,1.4844019,0.38481718,0.0,9.696227073669434,pycbc,1,1,0.9885,0.9847
3.4434683,0.98796147,0.38671875,0.38671875,9.669231414794922,gstlal,1,1,0.9885,0.9847
3.1839283,1.0518801,0.35578126,0.35578126,9.760656356811523,gstlal,1,1,0.9885,0.9847
2.4155798,1.550049,0.27074607,-0.081115439,12.54922771453857,pycbc,1,1,0.9885,0.9847
3.7436717,1.0684958,0.29390624,0.29390624,12.27393817901611,gstlal,1,1,0.9885,0.9847
4.1343379,0.98796147,0.32484376,0.32484376,12.22763729095459,gstlal,1,1,0.9883,0.9462
3.5251441,1.1224627,0.3629213,0.0,12.24835872650146,pycbc,1,1,0.9885,0.9847
2.779541,1.0423073,0.04640625,0.04640625,11.1742000579834,gstlal,1,1,0.9885,0.9847
2.0616632,1.3520138,-0.12395912,0.0,11.41923046112061,pycbc,1,1,0.9885,0.9847
2.6518772,1.0853739,0.04640625,0.04640625,10.89123439788818,gstlal,1,1,0.9885,0.9847
2.7078762,1.0615408,-0.04640625,-0.04640625,9.837300300598145,gstlal,1,1,0.9885,0.9847
3.0218627,0.97897029,0.20109375,0.20109375,8.979921340942383,gstlal,1,1,0.9885,0.9847
3.6376345,1.8834039,-0.32484376,-0.32484376,10.83243179321289,gstlal,1,0,0.9882,0.0049
8.5686245,0.98538417,0.36351562,0.36351562,10.27715492248535,gstlal,1,0,0.988,0.02
1.6658098,1.2845469,0.04640625,0.04640625,13.7178373336792,gstlal,1,1,0.9885,0.9847
26.622719,1.3694412,0.0077343751,0.0077343751,18.41760635375977,gstlal,1,0,0.9885,0.0
1.7735835,1.0982072,-0.04640625,-0.04640625,9.07943058013916,gstlal,1,1,0.9885,0.9847
83.150055,12.678712,0.54140627,0.54140627,14.60214805603027,gstlal,0,0,0.0123,0.0
1.5242454,1.2778535,0.04640625,0.04640625,13.74068927764893,gstlal,1,1,0.9885,0.9847
1.7828734,1.0982072,-0.04640625,-0.04640625,13.11461544036865,gstlal,1,1,0.9885,0.9847
3.6471488,1.0035675,0.26296875,0.26296875,12.85994815826416,gstlal,1,1,0.9885,0.9847
3.0218627,1.1799974,0.38671875,0.38671875,10.33869171142578,gstlal,1,1,0.9885,0.9847
3.4255259,1.0409468,-0.01546875,-0.01546875,9.361188888549805,gstlal,1,1,0.9885,0.9847
162.28406,137.30063,-0.092812501,-0.092812501,11.21693515777588,gstlal,0,0,0.0123,0.0
2.107905,1.3395176,-0.18472497,0.13879391,19.77878379821777,pycbc,1,1,0.9885,0.9847
3.0218627,0.98409808,0.10828125,0.10828125,18.94020080566406,gstlal,1,1,0.9885,0.9847
2.1208198,1.3320308,-0.10783823,0.0,19.41079902648926,pycbc,1,1,0.9885,0.9847
3.0695965,0.97132874,0.10828125,0.10828125,19.12961196899414,gstlal,1,1,0.9885,0.9847
3.1180844,0.96879482,0.29390624,0.29390624,15.03301429748535,gstlal,1,1,0.9885,0.9847
2.3030021,1.2368037,-0.04640625,-0.04640625,18.94399261474609,gstlal,1,1,0.9885,0.9847
3.6758413,1.7551488,-0.04640625,-0.04640625,8.774198532104492,gstlal,1,0,0.9874,0.0326
4.8232212,1.4020168,0.10828125,0.10828125,8.793936729431152,gstlal,1,0,0.9861,0.0314
7.734544,2.584122,-0.086320034,0.20129805,9.96639347076416,pycbc,1,0,0.3805,0.0
10.615345,2.0263171,0.20109375,0.20109375,10.01356315612793,gstlal,1,0,0.9028,0.0
16.704308,1.4728563,0.50104123,0.0,9.695487022399902,pycbc,1,0,0.6011,0.0
5.3265424,3.5070107,-0.32484376,-0.32484376,9.987800598144531,gstlal,1,0,0.2851,0.0
7.5984926,2.6174674,-0.04640625,-0.04640625,9.952925682067873,gstlal,1,0,0.6522,0.0
9.2591865,3.0000609,-0.31945423,-0.86391863,9.54295825958252,pycbc,1,0,0.8965,0.0
13.082425,2.3090258,-0.077343747,-0.077343747,9.681828498840332,gstlal,1,0,0.6198,0.0
14.248298,2.1642334,-0.004079985,-0.004079985,9.228565216064451,pycbc,1,0,0.562,0.0
23.485504,1.5605034,0.40992188,0.40992188,9.467599868774414,gstlal,1,0,0.5274,0.0
8.2609339,3.2939031,-0.54140627,-0.54140627,9.684615135192873,gstlal,1,0,0.347,0.0
2.478899,1.6071359,0.78860037,-0.8652285,10.05644607543945,pycbc,1,1,0.9864,0.5018
3.7906084,1.1193918,0.41309357,0.0,9.806693077087402,pycbc,1,1,0.9885,0.9847
4.2659826,1.01942,0.35578126,0.35578126,9.61092758178711,gstlal,1,1,0.9885,0.9847
3.0695965,1.3306526,0.23203126,0.23203126,9.577189445495604,gstlal,1,1,0.9885,0.9847
2.7259121,1.5158128,0.095448012,0.083384617,25.12271308898926,pycbc,1,1,0.9885,0.9847
4.0700469,1.0853739,0.26296875,0.26296875,24.81174468994141,gstlal,1,1,0.9865,0.6496
4.5052819,1.0033135,0.36367109,0.0,24.86842346191406,pycbc,1,1,0.9865,0.6384
2.32112,1.7460034,-0.04640625,-0.04640625,21.84439849853516,gstlal,1,1,0.9885,0.9847
3.4615049,1.2368037,0.20109375,0.20109375,24.90812492370605,gstlal,1,1,0.9868,0.8876
3.4434683,1.249794,0.29390624,0.29390624,21.35690498352051,gstlal,1,1,0.9879,0.8951
1.9057303,1.4132669,-0.12796767,0.31597826,18.99539756774902,pycbc,1,1,0.9885,0.9847
1.8589655,1.4466596,0.04640625,0.04640625,18.86957550048828,gstlal,1,1,0.9885,0.9847
1.9081635,1.4093604,0.01546875,0.01546875,17.77795600891113,gstlal,1,1,0.9885,0.9847
1.6378474,1.6378474,0.049921148,0.049921148,18.7576732635498,pycbc,1,1,0.9885,0.9847
3.0061171,0.95372957,0.26296875,0.26296875,16.94854927062988,gstlal,1,1,0.9885,0.9847
3.0061171,0.95622408,0.29390624,0.29390624,16.51776695251465,gstlal,1,1,0.9885,0.9847
3.4500985,1.1348154,0.080385803,0.79231606,9.4102783203125,pycbc,1,1,0.9885,0.9847
1.9183462,1.9183462,0.032761022,0.032761022,9.236051559448242,pycbc,1,1,0.9885,0.9847
4.1343379,0.9828136,0.29390624,0.29390624,9.941723823547363,gstlal,1,1,0.9885,0.9847
2.8680465,1.3168217,0.04640625,0.04640625,9.541183471679688,gstlal,1,1,0.9885,0.9847
3.2681918,1.1861781,0.20109375,0.20109375,9.883206367492676,gstlal,1,1,0.9885,0.9847
3.9547653,2.0052555,-0.077343747,-0.077343747,8.508681297302246,gstlal,1,0,0.9874,0.0334
64.707939,17.712578,0.47953126,0.47953126,11.07618618011475,gstlal,0,0,0.0123,0.0
59.519035,17.712578,0.38671875,0.38671875,11.17547225952148,gstlal,0,0,0.0123,0.0
64.707939,12.678712,0.23203126,0.23203126,10.85956573486328,gstlal,0,0,0.0123,0.0
2.3248135,1.2369003,0.45425508,-0.73319854,9.59709448678768,pycbc,1,1,0.9885,0.9847
2.026085,1.401215,0.080517,0.0,9.691705,MBTA,1,1,0.9885,0.9847
1.758146,1.6024022,-0.0010389569,-0.0010389569,9.429765565677018,pycbc,1,1,0.9885,0.9847
1.8490778,1.5265105,0.0020720481,0.025722239,9.315560585630587,spiir,1,1,0.9885,0.9847
1.9586637,1.4466596,0.04640625,0.04640625,9.44545935954819,gstlal,1,1,0.9885,0.9847
1.7278553,1.6313607,0.01546875,0.01546875,9.497669299552932,gstlal,1,1,0.9885,0.9847
1.9002742,1.0898716,0.023741219,0.38934436,8.268236045402839,pycbc,0,0,0.9885,0.9847
2.091121,1.0014137,0.23299898,0.0,8.221303658983716,pycbc,0,0,0.9885,0.9847
14.593741,2.2521884,0.67422193,-0.22755725,9.541513816169193,pycbc,1,0,0.1905,0.0
5.7909131,4.798089,0.2784375,0.2784375,9.041805273511706,gstlal,1,0,0.4717,0.0003
48.813225,1.004812,0.8342464,0.0,9.455885541674236,pycbc,1,0,0.9874,0.0012
5.6711564,4.8994093,0.2784375,0.2784375,9.019750603896613,gstlal,1,0,0.4924,0.0003
2.2852409,1.0423581,7.349401e-05,0.46253198,10.07848550138515,pycbc,1,1,0.9885,0.9847
2.173734,1.089377,0.186742,0.0,10.113618,MBTA,1,1,0.9885,0.9847
1.8727934,1.242781,0.041149672,0.041149672,10.65161753314689,pycbc,1,1,0.9885,0.9847
1.5727801,1.4675932,0.01546875,0.01546875,10.3251535779896,gstlal,1,1,0.9885,0.9847
1.8589655,1.2514274,0.04640625,0.04640625,10.28072572025322,gstlal,1,1,0.9885,0.9847
1.8589655,1.2481627,-0.01546875,-0.01546875,9.52693848206479,gstlal,1,1,0.9885,0.9847
23.232753,1.0783394,0.26454003,-0.85779012,12.29101939103569,pycbc,1,0,0.9028,0.0
24.480957,1.039974,0.274914,0.0,12.913581,MBTA,1,0,0.9294,0.0342
23.818747,1.1662879,0.5113219,0.048907619,10.95758385835467,spiir,1,0,0.4814,0.0
21.602213,1.1054024,0.13535155,0.13535155,12.29324970515776,gstlal,1,0,0.9885,0.0
18.276579,1.2271494,-0.038671874,-0.038671874,12.3679957782262,gstlal,1,0,0.9471,0.0
21.538353,1.2272789,0.41978467,0.0029225498,11.39031673651867,spiir,1,0,0.5111,0.0002
22.61618,1.1037191,0.2248157,-0.016197963,11.79886161029364,spiir,1,0,0.5692,0.0
18.972027,1.2268567,0.054373335,0.0,12.53661130420947,pycbc,1,0,0.9885,0.0
5.1451974,3.6291547,-0.97083342,-0.43032753,10.95250717333055,spiir,1,0,0.5954,0.0
20.28953,1.2400385,0.31710938,0.31710938,11.24668727116025,gstlal,1,0,0.9297,0.0
22.058382,1.0939127,0.15855469,0.15855469,12.25006899654426,gstlal,1,0,0.9885,0.0
3.2603383,1.0335326,0.22411677,0.70968632,9.555990103240031,pycbc,1,1,0.9885,0.9847
2.200281,1.449432,0.315292,0.0,9.694396,MBTA,1,1,0.9885,0.9847
2.9718516,1.1348267,0.79325646,0.0,8.315557452525198,pycbc,1,1,0.9885,0.9847
2.736455,1.15176,0.132037,0.0,10.349459,MBTA,1,1,0.9885,0.9847
3.0695965,1.0463992,0.13921875,0.13921875,10.09422495311373,gstlal,1,1,0.9885,0.9847
2.0210311,1.5084023,-0.01546875,-0.01546875,10.10482652066805,gstlal,1,1,0.9885,0.9847
2.0637088,1.4772084,-0.04640625,-0.04640625,9.610201254870963,gstlal,1,1,0.9885,0.9847
137.30063,111.40851,0.26296875,0.26296875,10.29318264110552,gstlal,0,0,0.0123,0.0
149.37512,1.9479575,-0.30524427,0.0,10.47897890009987,pycbc,0,0,0.1134,0.0
159.49275,3.368723,-0.080883,-0.080883,10.328686,MBTA,0,0,0.0432,0.0
162.28406,8.3477001,-0.10054688,-0.10054688,10.2495379662032,gstlal,0,0,0.0123,0.0
126.29055,131.68057,0.32484376,0.32484376,10.29067374357769,gstlal,0,0,0.0123,0.0
162.28406,8.3477001,-0.085078128,-0.085078128,10.24730889268832,gstlal,0,0,0.0123,0.0
150.82399,3.143498,0.12474048,-0.63945719,9.936775286932942,pycbc,0,0,0.0124,0.0
162.28406,11.662012,0.36351562,0.36351562,9.839968095903304,gstlal,0,0,0.0123,0.0
143.46948,3.794677,0.075986,0.075986,9.851426,MBTA,0,0,0.0167,0.0
166.46327,3.6493793,0.24663112,0.24663112,10.07494697971303,pycbc,0,0,0.0232,0.0
103.25758,97.242424,-0.53763956,0.97462958,9.92953910309184,spiir,0,0,0.0123,0.0
162.28406,11.662012,0.37898436,0.37898436,9.8534530802556,gstlal,0,0,0.0123,0.0
19.83873,2.3977489,-0.71452707,0.37286501,12.87986110389362,pycbc,1,0,0.9885,0.0
30.179003,1.8932689,-0.0077343751,-0.0077343751,13.10603855796131,gstlal,1,0,0.9885,0.0
25.866707,2.090594,-0.181194,-0.181194,13.47317,MBTA,1,0,0.5614,0.0
16.990648,2.6683486,-0.87021708,-0.87021708,12.89844182914316,pycbc,1,0,0.9885,0.0
16.928699,2.681083,-0.98147202,0.070525631,13.38077463614246,spiir,1,0,0.5194,0.0
48.105419,1.4355274,0.41568819,-0.027920537,13.24849143907262,spiir,1,0,0.9885,0.0
14.813373,3.1108041,-0.98643225,-0.69108099,12.39445338298326,spiir,1,0,0.6166,0.0
19.056614,2.4328611,-0.75023437,-0.75023437,12.86438417077029,gstlal,1,0,0.9885,0.0
19.459028,2.4328611,-0.66515625,-0.66515625,13.40670001776309,gstlal,1,0,0.9582,0.0
1.1131006,1.0840613,0.0,0.0,7.157426109330618,pycbc,1,1,0.9885,0.9847
1.7427254,1.4810445,-0.72216398,0.87264106,13.22928464981545,pycbc,1,1,0.9885,0.9847
1.927831,1.345717,0.013288,0.01228,12.534723,MBTA,1,1,0.9885,0.9847
1.6981651,1.5193882,0.0014773766,0.0014773766,13.20987686903146,pycbc,1,1,0.9885,0.9847
1.7188522,1.5005426,-0.01546875,-0.01546875,13.37826953216124,gstlal,1,1,0.9885,0.9847
1.8982209,1.3658687,0.01546875,0.01546875,13.51215721539665,gstlal,1,1,0.9885,0.9847
2.2553759,1.1677324,0.04640625,0.04640625,13.01619323577765,gstlal,1,1,0.9885,0.9847
2.3393807,1.1302201,0.04640625,0.04640625,13.01610794462129,gstlal,1,1,0.9885,0.9847
180.15775,31.797533,0.23203126,0.23203126,8.396311749501384,gstlal,0,0,0.0145,0.0
187.84679,31.797533,0.29390624,0.29390624,8.402643824816213,gstlal,0,0,0.0584,0.0
116.16337,79.746513,0.85078126,0.85078126,7.965428569602401,gstlal,0,0,0.0123,0.0
94.257309,106.84828,0.97453123,0.97453123,7.890803759630979,gstlal,0,0,0.0123,0.0
95.83138,17.870881,0.068920778,0.8054806,13.87812827783266,pycbc,0,0,0.0123,0.0
98.280159,20.935587,0.26296875,0.26296875,13.79330591780961,gstlal,0,0,0.0123,0.0
90.399117,20.935587,0.17015626,0.17015626,13.77183989773053,gstlal,0,0,0.0123,0.0
92.673088,17.994844,0.10269621,0.10269621,13.86650969109043,pycbc,0,0,0.0123,0.0
62.879936,22.662939,-0.67669803,0.66458583,12.87889296589978,spiir,0,0,0.0123,0.0
76.482292,9.0754566,-0.20109375,-0.20109375,12.52486646552361,gstlal,0,0,0.0123,0.0
98.280159,10.72684,-0.077343747,-0.077343747,13.30587633162969,gstlal,0,0,0.0123,0.0
128.9574,31.797533,-0.38671875,-0.38671875,8.529184608898284,gstlal,0,0,0.0123,0.0
128.9574,31.797533,-0.41765624,-0.41765624,8.520180322736039,gstlal,0,0,0.0123,0.0
118.61636,31.797533,-0.60328126,-0.60328126,8.500253845931942,gstlal,0,0,0.0123,0.0
123.67885,31.797533,-0.51046872,-0.51046872,8.516879323785016,gstlal,0,0,0.0123,0.0
5.8394772,4.1980585,-0.50583893,-0.33891241,11.22582726739487,pycbc,1,0,0.2701,0.0
24.780195,1.384439,0.488297,0.0,11.777681,MBTA,1,0,0.5436,0.0
7.7179523,3.2804415,-0.26924801,-0.26924801,11.25493049607345,pycbc,1,0,0.5666,0.0
6.8143452,2.8683404,-0.84925726,0.2289265,17.57066104112135,pycbc,1,0,0.9381,0.0
9.2004671,2.2528038,-0.28205499,-0.28205499,17.71687895584311,pycbc,1,0,0.8965,0.0
12.546929,1.7968996,0.023203125,0.023203125,18.13738072003219,gstlal,1,0,0.9885,0.0
10.615345,2.0263171,-0.13921875,-0.13921875,18.13119114247218,gstlal,1,0,0.9885,0.0
11.399045,1.9196198,-0.087796219,-0.0062997909,15.5757774055454,spiir,1,0,0.9885,0.0
5.9054809,3.2135887,-0.98810834,-0.29762369,14.64197950756603,spiir,1,0,0.7412,0.0
6.1293287,3.623239,0.44183305,0.50250196,10.84730402502497,spiir,1,0,0.2073,0.0024
24.939598,1.1282411,0.49516022,0.041482951,15.01506342814405,spiir,1,0,0.6919,0.0006
8.7953949,2.2731192,-0.47953126,-0.47953126,15.44550313942027,gstlal,1,0,0.5306,0.0
21.155478,1.2662241,0.42152345,0.42152345,17.14446359087668,gstlal,1,0,0.5978,0.0
4.5236749,1.0009239,-0.81132449,0.032395926,8.581476835234794,pycbc,1,1,0.9885,0.0002
4.223649,1.0521153,-0.95816326,0.0,8.31290813838215,pycbc,1,1,0.9885,0.0001
8.508459,1.862592,0.102385,0.0,16.346574,MBTA,1,0,0.9885,0.0
5.1085138,2.8308318,-0.23203126,-0.23203126,15.79524793083248,gstlal,1,0,0.9266,0.0
12.954907,1.3737785,0.3848401,-0.025243592,15.82067624350109,spiir,1,0,0.9885,0.0
4.5179486,3.1126032,-0.80133247,0.054635189,14.05589925892737,spiir,1,0,0.9885,0.0
6.9891729,2.1800747,-0.01546875,-0.01546875,15.58370002862782,gstlal,1,0,0.9885,0.0
3.9754801,3.5810673,-0.29390624,-0.29390624,15.66791781107231,gstlal,1,0,0.9885,0.0
183.9621,20.935587,0.8739844,0.8739844,8.715536809613411,gstlal,0,0,0.0432,0.0
183.9621,20.935587,0.88945311,0.88945311,8.726581355616885,gstlal,0,0,0.0432,0.0
54.746231,14.985749,0.17015626,0.17015626,8.25468255152704,gstlal,0,0,0.0123,0.0
162.28406,162.28406,-0.15468749,-0.15468749,7.388646458449606,gstlal,0,0,0.0123,0.0
162.28406,176.43205,-0.0309375,-0.0309375,7.381528167543447,gstlal,0,0,0.0123,0.0
176.43205,149.27057,-0.15468749,-0.15468749,7.387163416967268,gstlal,0,0,0.0145,0.0
6.9906406,5.4081861,-0.45360112,-0.5330296,10.38675347963679,pycbc,1,0,0.4489,0.0
88.001472,1.0033809,0.87383008,0.0,11.15171882109888,pycbc,1,0,0.9297,0.0
116.02749,6.1108321,-0.2229599,0.55098141,9.126256458243711,pycbc,0,0,0.0124,0.0
