m1rec,m2rec,chi1rec,chi2rec,snr,pipeline,HasNS_trueSLy,HasREM_trueSLy,P_NS,P_REM
228.78462,9.213291,0.182409,-0.874173,12.965574,pycbc,0,0,0.0277,0.0
176.43205,149.27057,-0.092813,-0.092813,13.079439,gstlal,0,0,0.0023,0.0
221.88748,5.244442,0.145718,0.145718,13.087398,pycbc,0,0,0.0061,0.0
191.81351,131.68057,-0.077344,-0.077344,13.068779,gstlal,0,0,0.0237,0.0
238.34965,5.51973,0.139038,0.139038,13.132994,MBTA,0,0,0.0032,0.0
158.92799,121.12116,-0.819844,-0.819844,12.998665,gstlal,0,0,0.0014,0.0
195.86398,16.292215,-0.696094,-0.696094,12.684121,gstlal,0,0,0.017,0.0
2.553447,1.599266,0.560002,-0.817953,10.318132,pycbc,1,1,0.9946,0.3635
6.08695,0.80434,0.59327,-0.46073,9.5009,MBTA,1,1,0.97,0.3561
4.134178,1.065879,0.303258,0.0,9.973375,pycbc,1,1,0.9977,0.9291
2.748766,1.497959,0.178638,-0.042188,10.218597,spiir,1,1,0.9977,0.9867
3.274343,1.286644,0.185532,0.0,10.284562,MBTA,1,1,0.9977,0.9943
4.243754,1.046399,0.293906,0.293906,10.584588,gstlal,1,1,0.9823,0.7332
3.674166,1.171077,0.260033,-0.006107,10.533523,spiir,1,1,0.9977,0.9492
2.273119,1.782873,0.046406,0.046406,10.615044,gstlal,1,1,0.9977,0.997
3.944449,1.102519,0.170156,0.170156,9.400535,gstlal,1,1,0.9932,0.7128
2.887504,1.220956,0.388725,-0.779439,8.858171,pycbc,1,1,0.9934,0.3454
1.958828,1.735145,-0.040088,-0.040088,8.607173,pycbc,1,1,0.9977,0.996
30.459672,24.955046,-0.833767,-0.833767,7.72968,MBTA,0,0,0.0014,0.0
83.150055,24.745056,0.510469,0.510469,7.74336,gstlal,0,0,0.0014,0.0
76.482292,14.985749,0.201094,0.201094,7.755547,gstlal,0,0,0.0014,0.0
2.187472,2.085157,0.489453,-0.554178,11.747392,pycbc,1,1,0.9977,0.3829
6.59141,0.83761,0.49899,-0.43341,10.716275,MBTA,1,1,0.9826,0.18
2.89061,1.605992,0.046406,0.046406,12.377519,gstlal,1,1,0.9977,0.9284
2.628109,1.749237,0.006361,0.0,12.225729,pycbc,1,1,0.9977,0.9842
3.078078,1.521613,0.139721,-0.015774,11.980997,spiir,1,1,0.9977,0.9352
2.46415,1.860967,0.041398,0.0,12.321222,MBTA,1,1,0.9977,0.9958
2.638549,1.742946,0.002148,0.0281,11.845739,spiir,1,1,0.9977,0.955
3.242681,1.454237,0.108281,0.108281,12.322112,gstlal,1,1,0.9963,0.7081
3.488737,1.373023,0.262969,0.262969,10.588113,gstlal,1,1,0.9948,0.8295
191.81351,183.9621,0.417656,0.417656,11.524804,gstlal,0,0,0.0185,0.0
191.81351,183.9621,0.448594,0.448594,11.500697,gstlal,0,0,0.0116,0.0
111.40851,126.29055,0.572344,0.572344,9.292377,gstlal,0,0,0.0014,0.0
103.25758,97.242424,-0.53764,0.97463,9.151962,spiir,0,0,0.002,0.0
116.16337,111.40851,0.448594,0.448594,9.297038,gstlal,0,0,0.0014,0.0
146.18364,22.760761,-0.046406,-0.046406,9.170809,gstlal,0,0,0.0044,0.0
165.12516,8.309704,0.311063,0.635974,9.243248,pycbc,0,0,0.0015,0.0
168.39537,14.220349,0.429229,0.429229,9.393404,pycbc,0,0,0.0014,0.0
176.43205,8.3477,0.409922,0.409922,9.10958,gstlal,0,0,0.0016,0.0
100.49462,3.614572,-0.196206,0.067614,8.712953,spiir,0,0,0.0211,0.0
162.28406,8.3477,0.332578,0.332578,9.055453,gstlal,0,0,0.0014,0.0
176.43205,16.292215,0.471797,0.471797,9.016799,gstlal,0,0,0.0018,0.0
5.10764,0.74709,0.76484,-0.54941,10.118148,MBTA,1,1,0.9817,0.6465
2.337863,1.376998,0.193613,-0.031902,11.870226,pycbc,1,1,0.9977,0.9962
2.346288,1.371531,0.162844,0.0,12.262996,MBTA,1,1,0.9977,0.9955
2.80987,1.173528,0.249129,0.0,11.874902,pycbc,1,1,0.9977,0.9969
3.60924,0.957474,0.293906,0.293906,11.913208,gstlal,1,1,0.9948,0.8895
3.443468,0.993136,0.262969,0.262969,11.900935,gstlal,1,1,0.9948,0.939
90.399117,10.72684,0.046406,0.046406,8.198973,gstlal,0,0,0.0046,0.0
98.280159,17.712578,0.293906,0.293906,8.146649,gstlal,0,0,0.0014,0.0
98.280159,14.985749,0.232031,0.232031,8.13098,gstlal,0,0,0.0014,0.0
1.923393,1.197671,-0.501696,0.419725,12.99218,pycbc,1,1,0.9972,0.6239
3.06197,0.80956,0.03103,0.24246,11.606003,MBTA,1,1,0.997,0.8831
2.033421,1.139158,-0.224119,-0.000387,11.772326,spiir,1,1,0.9977,0.996
2.287661,1.027619,-0.145077,0.0,13.47602,MBTA,1,1,0.9977,0.997
2.503779,0.95373,-0.015469,-0.015469,11.648931,gstlal,1,1,0.9977,0.997
2.336891,1.009804,-0.102132,0.0,13.731476,pycbc,1,1,0.9977,0.9967
2.477755,0.961233,-0.046406,-0.046406,12.06128,gstlal,1,1,0.9977,0.997
2.129421,1.10108,0.046406,0.046406,10.333459,gstlal,1,1,0.9977,0.997
95.096748,1.29441,0.759607,-0.046982,11.816434,spiir,1,0,0.9804,0.0
106.37248,1.160034,0.765672,0.215689,12.355683,pycbc,1,0,0.696,0.0
29.776209,2.389659,-0.104517,-0.104517,12.857182,MBTA,1,0,0.1511,0.0
38.176559,2.085612,0.194077,0.194077,12.15454,pycbc,1,0,0.2245,0.0
40.015015,2.058325,0.270703,0.270703,12.321322,gstlal,1,0,0.2941,0.0
19.662178,3.219297,-0.705053,0.474947,12.044758,spiir,1,0,0.1168,0.0
95.929253,1.110035,0.652471,5.3e-05,12.765782,spiir,1,0,0.9542,0.0
8.887775,6.916527,-0.959063,-0.959063,11.265361,gstlal,1,0,0.0366,0.0
38.377102,2.058325,0.162422,0.162422,12.350048,gstlal,1,0,0.2323,0.0
225.78184,4.073053,-0.253398,-0.832708,13.510505,pycbc,0,0,0.0108,0.0
230.2623,2.885647,0.14518,0.14518,13.170573,pycbc,0,0,0.0225,0.0
271.5355,13.566524,0.376146,0.376146,13.339061,MBTA,0,0,0.0235,0.0
162.28406,137.30063,-0.711563,-0.711563,13.533283,gstlal,0,0,0.0014,0.0
149.27057,149.27057,-0.711563,-0.711563,13.57052,gstlal,0,0,0.0014,0.0
195.86398,44.422199,-0.943594,-0.943594,13.332674,gstlal,0,0,0.0169,0.0
191.81351,11.662012,-0.982266,-0.982266,13.178183,gstlal,0,0,0.0311,0.0
2.170966,1.336782,0.366841,-0.45872,10.728113,pycbc,1,1,0.9976,0.4734
2.417867,1.215159,0.1692,0.0,10.713081,MBTA,1,1,0.9977,0.9969
1.910146,1.505241,0.04241,0.04241,10.604293,pycbc,1,1,0.9977,0.997
1.933912,1.487634,0.043353,0.044865,10.039421,spiir,1,1,0.9977,0.997
1.948458,1.477208,0.046406,0.046406,10.425153,gstlal,1,1,0.9977,0.997
10.844482,2.29717,-0.303938,-0.886201,9.763374,pycbc,1,0,0.636,0.0
36.08046,1.007333,0.549929,0.0,8.971245,pycbc,1,0,0.908,0.0001
14.063886,1.906628,-0.100154,0.0,9.252734,MBTA,1,0,0.7742,0.0
6.877225,3.276547,-0.947405,-0.863471,9.057752,spiir,1,0,0.6758,0.0
10.395819,2.357785,-0.448594,-0.448594,9.083939,gstlal,1,0,0.5539,0.0
36.045074,34.569656,0.324844,0.324844,9.380819,gstlal,0,0,0.0014,0.0
42.778054,37.458901,0.559662,0.559662,9.825332,MBTA,0,0,0.0014,0.0
34.569656,39.187504,0.417656,0.417656,9.34744,gstlal,0,0,0.0033,0.0
180.15775,62.05928,0.448594,0.448594,8.452521,gstlal,0,0,0.002,0.0
28.050522,29.247704,-0.077344,-0.077344,8.834651,gstlal,0,0,0.0022,0.0
354.24208,118.09429,0.992618,0.992618,9.099402,MBTA,0,0,0.1638,0.0
1.838387,1.275736,0.011146,-0.048238,9.947196,spiir,1,1,0.9977,0.997
87.514755,9.028293,0.59763,0.59763,7.729166,MBTA,0,0,0.0014,0.0
111.40851,29.247704,0.982266,0.982266,7.864473,gstlal,0,0,0.0051,0.0
111.40851,29.247704,0.966797,0.966797,7.870985,gstlal,0,0,0.0042,0.0
189.29182,3.739586,-0.895722,0.385337,18.211757,pycbc,0,0,0.0069,0.0
354.24208,118.09429,0.992618,0.992618,14.166783,MBTA,0,0,0.167,0.0
221.63803,2.284465,0.072343,0.072343,18.001322,pycbc,0,0,0.0423,0.0
238.34965,5.51973,0.139038,0.139038,16.624474,MBTA,0,0,0.0031,0.0
137.30063,137.30063,-0.773438,-0.773438,18.414592,gstlal,0,0,0.0014,0.0
149.27057,126.29055,-0.711563,-0.711563,18.375698,gstlal,0,0,0.0014,0.0
197.92119,37.583458,-0.572344,-0.572344,18.21274,gstlal,0,0,0.0106,0.0
195.86398,31.797533,-0.665156,-0.665156,18.192042,gstlal,0,0,0.0148,0.0
191.81351,131.68057,0.170156,0.170156,10.007052,gstlal,0,0,0.0161,0.0
183.9621,191.81351,0.634219,0.634219,9.988555,gstlal,0,0,0.0029,0.0
162.28406,183.9621,0.386719,0.386719,10.043266,gstlal,0,0,0.0014,0.0
4.27195,0.65312,0.4723,-0.59505,11.134606,MBTA,1,1,0.9928,0.3907
1.913126,1.252591,-0.365523,0.589884,12.21696,pycbc,1,1,0.9973,0.678
1.811174,1.31888,-0.02133,0.018206,12.280227,MBTA,1,1,0.9977,0.997
1.898221,1.261273,-0.015469,-0.015469,11.575354,gstlal,1,1,0.9977,0.997
2.212377,1.099867,0.033604,0.044655,11.495778,spiir,1,1,0.9977,0.997
1.924624,1.245697,-0.003594,-0.003594,12.047605,pycbc,1,1,0.9977,0.997
1.631361,1.456138,-0.046406,-0.046406,11.577554,gstlal,1,1,0.9977,0.997
1.548323,1.538245,0.046406,0.046406,9.975832,gstlal,1,1,0.9977,0.997
5.77365,1.553344,-0.06167,-0.19207,12.072927,pycbc,1,0,0.9934,0.0002
3.381077,2.445604,-0.448594,-0.448594,11.708017,gstlal,1,0,0.9952,0.0002
5.060551,1.724861,-0.242078,0.0,12.025634,pycbc,1,0,0.9969,0.0001
8.132472,1.201772,0.177891,0.177891,11.630269,gstlal,1,0,0.8409,0.001
4.483046,1.903186,-0.293906,-0.293906,11.679914,gstlal,1,0,0.9966,0.0002
5.524938,1.610193,-0.108281,-0.108281,11.528448,gstlal,1,0,0.9932,0.0003
11.126377,0.954976,0.301641,0.301641,9.87204,gstlal,1,0,0.8054,0.0003
2.733494,1.077537,0.260753,-0.373507,10.361866,pycbc,1,1,0.9976,0.3983
2.220303,1.28959,0.015469,0.015469,10.565009,gstlal,1,1,0.9977,0.997
1.889728,1.498822,0.006764,0.006764,10.05512,pycbc,1,1,0.9977,0.997
2.315065,1.243282,0.046406,0.046406,10.702987,gstlal,1,1,0.9977,0.997
1.898221,1.492724,0.015469,0.015469,10.446236,gstlal,1,1,0.9977,0.9969
78.850589,1.115737,0.630671,0.57608,13.063171,pycbc,1,0,0.6815,0.0
95.432503,1.020077,0.722889,0.0,12.91591,pycbc,1,0,0.9845,0.0
168.39537,14.220349,0.429229,0.429229,12.822429,pycbc,0,0,0.0014,0.0
101.56166,14.930013,0.055453,-0.42124,12.587843,spiir,0,0,0.0014,0.0
149.27057,16.292215,0.394453,0.394453,12.654239,gstlal,0,0,0.0014,0.0
149.27057,16.292215,0.378984,0.378984,12.652573,gstlal,0,0,0.0014,0.0
2.631534,1.246624,0.315849,-0.72773,10.84514,pycbc,1,1,0.9944,0.3521
1.99765,1.602085,-0.049778,-0.049778,10.609482,pycbc,1,1,0.9977,0.9968
3.461505,0.993136,0.139219,0.139219,10.572832,gstlal,1,1,0.9969,0.7895
2.823447,1.173849,0.046406,0.046406,10.546916,gstlal,1,1,0.9977,0.997
2.315065,1.394712,-0.046406,-0.046406,10.486553,gstlal,1,1,0.9977,0.997
2.185777,1.477208,0.046406,0.046406,9.769426,gstlal,1,1,0.9977,0.997
1.96307,1.124922,0.272616,-0.512277,11.794372,pycbc,1,1,0.9966,0.4173
1.694047,1.287644,-0.04525,-0.04525,11.637289,pycbc,1,1,0.9977,0.997
1.792212,1.222351,-0.015469,-0.015469,11.580075,gstlal,1,1,0.9977,0.997
1.858966,1.181539,-0.015469,-0.015469,11.49245,gstlal,1,1,0.9977,0.997
1.727855,1.267879,0.046406,0.046406,10.650665,gstlal,1,1,0.9977,0.997
63.510929,1.270143,0.616313,0.045605,11.481725,spiir,1,0,0.9862,0.0
45.151848,1.507045,0.38515,-0.004395,11.275904,spiir,1,0,0.8469,0.0
44.007058,1.539295,0.367535,0.483185,11.400553,pycbc,1,0,0.5076,0.0
13.640776,3.398787,-0.943594,-0.943594,11.366502,gstlal,1,0,0.1612,0.0
47.661852,1.466775,0.432563,0.0,11.282579,MBTA,1,0,0.95,0.0
86.743134,1.117978,0.76357,0.0,11.031273,pycbc,1,0,0.9672,0.0
17.165981,2.757845,-0.757969,-0.757969,11.233816,gstlal,1,0,0.3277,0.0
86.314461,1.112695,0.759855,-0.033079,11.59795,spiir,1,0,0.9925,0.0
30.179003,2.058325,0.146953,0.146953,11.008786,gstlal,1,0,0.2086,0.0
13.947277,3.308409,-0.989444,-0.578959,11.512238,spiir,1,0,0.1386,0.0
34.932751,1.815773,0.239766,0.239766,11.0985,gstlal,1,0,0.3589,0.0
149.27057,94.257309,0.696094,0.696094,9.520746,gstlal,0,0,0.0014,0.0
131.68057,126.29055,0.788906,0.788906,9.529187,gstlal,0,0,0.0014,0.0
4.769105,1.125215,0.294924,-0.029305,8.305512,spiir,1,1,0.9965,0.6256
9.721413,3.800298,0.683078,0.099712,9.671007,pycbc,1,0,0.6894,0.0
37.214532,1.145536,0.314131,0.794957,11.684969,pycbc,1,0,0.7049,0.0
6.998562,5.051345,0.475601,0.475601,9.535188,pycbc,1,0,0.3825,0.0
18.753311,1.554652,-0.83202,0.0,10.962415,MBTA,1,0,0.995,0.0
46.630348,1.003203,0.486724,0.0,12.074889,pycbc,1,0,0.9943,0.0
131.72169,6.070265,-0.043182,-0.885882,13.138875,pycbc,0,0,0.0019,0.0
135.55702,46.694825,0.258007,0.258007,13.822723,MBTA,0,0,0.0014,0.0
149.27057,31.797533,0.363516,0.363516,13.94295,gstlal,0,0,0.0014,0.0
125.2472,3.986448,-0.194904,-0.194904,13.029736,pycbc,0,0,0.003,0.0
149.27057,31.797533,0.348047,0.348047,13.938272,gstlal,0,0,0.0014,0.0
103.25758,97.242424,-0.53764,0.97463,13.849025,spiir,0,0,0.0016,0.0
101.47933,3.690681,-0.438342,-0.333466,12.619036,spiir,0,0,0.0021,0.0
137.30063,11.662012,0.023203,0.023203,13.768672,gstlal,0,0,0.0016,0.0
137.30063,7.678301,0.108281,0.108281,13.606064,gstlal,0,0,0.0014,0.0
191.09603,4.059306,-0.089343,-0.089343,10.261762,MBTA,0,0,0.0111,0.0
187.84679,19.256769,-0.116016,-0.116016,10.167548,gstlal,0,0,0.03,0.0
187.84679,19.256769,-0.131484,-0.131484,10.154341,gstlal,0,0,0.0301,0.0
172.78343,8.3477,-0.324844,-0.324844,10.123613,gstlal,0,0,0.0015,0.0
2.135161,1.061824,-0.137528,0.0,9.663653,MBTA,1,1,0.9977,0.997
191.81351,183.9621,0.293906,0.293906,7.504155,gstlal,0,0,0.0144,0.0
191.81351,183.9621,0.262969,0.262969,7.478042,gstlal,0,0,0.0144,0.0
190.36541,9.335188,0.431497,0.417448,107.98085,pycbc,0,0,0.0123,0.0
178.31958,9.347874,0.361324,0.361324,113.855619,MBTA,0,0,0.0028,0.0
177.3696,5.877824,0.344022,0.344022,106.554115,pycbc,0,0,0.0017,0.0
195.86398,19.256769,-0.146953,-0.146953,7.676821,gstlal,0,0,0.0127,0.0
195.86398,19.256769,-0.162422,-0.162422,7.685269,gstlal,0,0,0.0127,0.0
191.81351,111.40851,0.201094,0.201094,7.659873,gstlal,0,0,0.015,0.0
118.09393,14.907827,0.378949,0.644505,9.576049,pycbc,0,0,0.0014,0.0
126.29055,14.985749,0.448594,0.448594,9.923253,gstlal,0,0,0.0014,0.0
95.067909,14.412045,0.153258,0.153258,9.339114,pycbc,0,0,0.0016,0.0
116.16337,14.985749,0.386719,0.386719,9.993253,gstlal,0,0,0.0014,0.0
95.263832,23.398752,0.293197,0.967887,9.574972,spiir,0,0,0.0014,0.0
126.29055,10.72684,0.324844,0.324844,9.767598,gstlal,0,0,0.0014,0.0
42.898489,1.335014,0.899856,0.873712,8.445928,pycbc,1,0,0.7559,0.0028
58.890823,1.145533,0.968247,0.0,9.333772,pycbc,1,0,0.9951,0.0015
50.970927,1.250178,0.979151,0.0,9.68284,MBTA,1,0,0.9972,0.0183
24.419417,1.92938,-0.378624,-0.791512,12.833116,pycbc,1,0,0.702,0.0
59.409242,1.193172,0.531636,0.0,12.978044,MBTA,1,0,0.9957,0.0
22.574249,1.781261,-0.831402,0.0,10.796002,pycbc,1,0,0.9977,0.0
16.122871,2.757845,-0.819844,-0.819844,12.872454,gstlal,1,0,0.4563,0.0
20.717979,2.333278,-0.425391,-0.425391,12.790838,gstlal,1,0,0.4656,0.0
1.648495,1.349908,0.046406,0.046406,10.50338,gstlal,1,1,0.9977,0.997
8.356382,1.785347,-0.672658,-0.126724,9.238572,pycbc,1,0,0.8943,0.0
13.040216,1.291449,-0.121099,0.0,9.506943,pycbc,1,0,0.9977,0.0
18.933149,1.003833,0.219983,0.0,9.218691,MBTA,1,0,0.9963,0.0
2.632279,1.120655,-0.047061,0.726554,12.326398,pycbc,1,1,0.997,0.9469
1.685979,1.685979,0.034184,0.034184,12.144227,pycbc,1,1,0.9977,0.997
2.098125,1.367964,0.120744,0.0,12.321714,MBTA,1,1,0.9977,0.9954
1.849279,1.540255,0.046406,0.046406,12.562201,gstlal,1,1,0.9977,0.997
3.150834,0.966268,0.232031,0.232031,12.620407,gstlal,1,1,0.9948,0.9196
2.208734,1.303135,0.046406,0.046406,11.70295,gstlal,1,1,0.9977,0.997
3.200605,0.956224,0.293906,0.293906,10.706869,gstlal,1,1,0.9948,0.9482
2.080303,1.49241,0.44902,-0.748415,145.236808,pycbc,1,1,0.9927,0.3242
4.82402,0.75197,0.52631,-0.86414,135.368744,MBTA,1,1,0.9848,0.2246
1.972121,1.570004,-0.03144,-0.03144,144.357137,pycbc,1,1,0.9977,0.9932
2.454562,1.284982,0.040943,0.0,150.443387,MBTA,1,1,0.9977,0.9969
2.401293,1.30996,0.015469,0.015469,149.379549,gstlal,1,1,0.9977,0.9969
2.151787,1.44666,-0.015469,-0.015469,149.883305,gstlal,1,1,0.9977,0.997
2.50815,1.260603,0.066718,-0.038521,148.733663,spiir,1,1,0.9977,0.9955
1.945417,1.592986,0.04883,0.042773,51.554239,MBTA,1,1,0.9977,0.9935
1.279065,2.465353,0.0,0.0,73.813387,pycbc,1,1,0.9952,0.4146
2.875995,1.133617,0.829988,-0.036397,57.88037,spiir,1,1,0.9977,0.9927
1.370266,2.28281,0.0,0.0,68.834417,pycbc,1,1,0.9977,0.5547
1.999909,1.550252,0.037221,0.04539,39.385526,MBTA,1,1,0.9977,0.9964
2.666385,1.192338,0.0,0.0,58.462052,pycbc,1,1,0.9977,0.997
2.689441,1.178662,0.0,0.0,43.249849,pycbc,1,1,0.9977,0.997
2.327496,1.349392,0.0,0.0,42.617997,pycbc,1,1,0.9977,0.9968
1.993275,1.555395,0.04856,0.011649,31.120475,MBTA,1,1,0.9973,0.9958
1.219637,2.611604,0.0,0.0,33.805105,pycbc,1,1,0.9945,0.3624
2.291243,1.371585,0.741933,0.03884,24.349824,spiir,1,1,0.9977,0.9954
1.190686,2.690799,0.0,0.0,24.254609,pycbc,1,1,0.9966,0.3574
1.808355,1.693472,0.0,0.0,14.532428,pycbc,1,1,0.9977,0.9965
43.917809,1.077576,-0.350764,0.0,9.537652,MBTA,1,0,0.997,0.0
21.509895,1.051936,-0.874568,0.731099,10.217612,pycbc,1,0,0.9374,0.0
7.490499,3.122295,-0.673814,-0.475732,20.086248,pycbc,1,0,0.1276,0.0
9.968642,2.492875,-0.319158,-0.319158,20.625061,MBTA,1,0,0.3328,0.0
11.068402,2.309026,-0.201094,-0.201094,20.685942,gstlal,1,0,0.3655,0.0
11.789908,2.205407,-0.131298,-0.131298,20.255889,pycbc,1,0,0.5103,0.0
14.427901,1.90576,0.049584,0.011389,19.939413,spiir,1,0,0.6159,0.0001
20.054277,1.127769,-0.926552,0.0,10.671041,pycbc,1,0,0.9842,0.0
8.435378,2.84566,-0.479531,-0.479531,20.814043,gstlal,1,0,0.1603,0.0
14.829986,1.87359,0.085078,0.085078,20.517292,gstlal,1,0,0.6203,0.0
32.682217,1.118819,0.604133,-0.04775,18.462434,spiir,1,0,0.99,0.0
6.765252,3.40401,-0.779749,-0.58633,20.246091,spiir,1,0,0.0749,0.0
7.287467,3.159076,-0.727031,-0.727031,19.051643,gstlal,1,0,0.1063,0.0
2.05498,1.106861,-0.11843,0.0,9.358051,MBTA,1,1,0.9977,0.997
83.11679,5.418586,-0.34507,-0.34507,11.870953,MBTA,0,0,0.0016,0.0
90.399117,4.650024,-0.262969,-0.262969,11.807698,gstlal,0,0,0.0019,0.0
86.270096,2.594217,-0.509422,0.165962,11.649773,spiir,0,0,0.0083,0.0
100.49462,3.614572,-0.196206,0.067614,11.654717,spiir,0,0,0.0043,0.0
81.373665,6.493517,-0.33621,0.663785,11.623312,spiir,0,0,0.0014,0.0
98.280159,9.075457,-0.077344,-0.077344,11.302085,gstlal,0,0,0.0014,0.0
70.349213,7.678301,-0.448594,-0.448594,11.647608,gstlal,0,0,0.0017,0.0
144.92095,13.917497,0.413162,0.86127,12.517067,pycbc,0,0,0.0014,0.0
150.20292,13.036114,0.420604,0.420604,12.27905,MBTA,0,0,0.0016,0.0
156.32217,11.022625,0.500824,0.500824,12.214263,pycbc,0,0,0.0014,0.0
137.30063,10.72684,0.293906,0.293906,12.144509,gstlal,0,0,0.0014,0.0
98.727936,3.903703,-0.226167,-0.556213,11.502996,spiir,0,0,0.0025,0.0
72.048126,3.406627,-0.856819,-0.207104,10.798724,spiir,0,0,0.0019,0.0
137.30063,9.075457,0.232031,0.232031,12.11505,gstlal,0,0,0.0014,0.0
116.16337,5.496149,0.108281,0.108281,11.560251,gstlal,0,0,0.002,0.0
4.40939,0.71152,0.59454,-0.8904,16.36643,MBTA,1,1,0.9926,0.2989
2.204089,1.238291,-0.03387,0.407315,16.319798,pycbc,1,1,0.9977,0.957
1.918158,1.402017,0.015469,0.015469,16.014095,gstlal,1,1,0.9977,0.9969
2.412833,1.143844,0.21239,0.0,17.198422,MBTA,1,1,0.9977,0.997
2.718587,1.034565,0.262589,0.0,16.25621,pycbc,1,1,0.9977,0.997
2.323704,1.183046,0.24066,-0.036923,16.963569,spiir,1,1,0.9977,0.9962
1.849279,1.454237,0.046406,0.046406,16.444502,gstlal,1,1,0.9977,0.997
3.006117,0.956224,0.324844,0.324844,14.650734,gstlal,1,1,0.9977,0.9821
42.789198,10.720522,0.300158,0.69963,11.774845,pycbc,0,0,0.0015,0.0
34.17799,12.40157,0.202498,0.202498,12.22734,MBTA,0,0,0.0015,0.0
56.570312,8.219951,0.447515,0.447515,11.482692,pycbc,0,0,0.0014,0.0
42.603889,8.703976,0.216562,0.216562,11.844781,gstlal,0,0,0.0014,0.0
28.050522,15.625333,0.216562,0.216562,11.761917,gstlal,0,0,0.0014,0.0
28.050522,7.364009,-0.711563,-0.711563,10.12731,gstlal,0,0,0.0014,0.0
50.274654,6.245232,0.122583,0.427462,11.161375,spiir,0,0,0.0014,0.0
35.285828,9.810981,0.031383,0.013229,11.815223,spiir,0,0,0.0014,0.0
23.732178,15.625333,0.092813,0.092813,10.362826,gstlal,0,0,0.0014,0.0
2.32903,1.050411,-0.167946,0.845143,9.189217,pycbc,1,1,0.9976,0.8441
2.019198,1.190428,0.096978,0.0,9.512578,MBTA,1,1,0.9977,0.997
1.985726,1.208012,0.039893,0.039893,9.693099,pycbc,1,1,0.9977,0.997
1.723102,1.379129,0.034117,0.019439,9.399483,spiir,1,1,0.9977,0.9964
158.31146,3.428333,-0.103914,-0.714216,14.092897,pycbc,0,0,0.0043,0.0
154.79601,2.461306,-0.187442,-0.187442,14.069625,pycbc,0,0,0.025,0.0
159.49275,3.368723,-0.080883,-0.080883,14.35135,MBTA,0,0,0.0055,0.0
162.28406,8.3477,-0.023203,-0.023203,13.12582,gstlal,0,0,0.003,0.0
162.28406,8.3477,-0.007734,-0.007734,13.117385,gstlal,0,0,0.0022,0.0
162.28406,11.662012,-0.085078,-0.085078,13.080836,gstlal,0,0,0.0017,0.0
220.61489,12.527833,0.366118,-0.568626,22.002887,pycbc,0,0,0.0222,0.0
206.21153,6.525518,0.266898,0.266898,21.815937,pycbc,0,0,0.0016,0.0
224.95428,15.999374,0.40323,0.40323,23.590083,MBTA,0,0,0.0188,0.0
191.81351,131.68057,0.541406,0.541406,20.939233,gstlal,0,0,0.0074,0.0
191.81351,131.68057,0.510469,0.510469,20.948138,gstlal,0,0,0.0074,0.0
24.350998,16.07257,0.757171,-0.875572,4.197974,pycbc,0,0,0.0027,0.0
125.2472,3.986448,-0.194904,-0.194904,8.916514,pycbc,0,0,0.0143,0.0
149.27057,31.797533,0.270703,0.270703,8.586939,gstlal,0,0,0.0014,0.0
149.27057,31.797533,0.255234,0.255234,8.586248,gstlal,0,0,0.0014,0.0
146.18364,22.760761,0.108281,0.108281,8.585499,gstlal,0,0,0.0014,0.0
140.19997,16.292215,-0.139219,-0.139219,8.493181,gstlal,0,0,0.0014,0.0
4.881158,3.178774,-0.648569,0.267862,11.644834,pycbc,1,0,0.676,0.0
20.675262,1.064862,0.541854,0.0,11.802961,pycbc,1,0,0.9914,0.0
22.11082,1.019278,0.571817,0.0,12.340787,MBTA,1,0,0.9326,0.0
17.992369,1.164686,0.456328,0.456328,11.972865,gstlal,1,0,0.8857,0.0001
18.454243,1.151576,0.504764,0.012092,11.632971,spiir,1,0,0.994,0.0
16.122871,1.253063,0.394453,0.394453,12.006878,gstlal,1,0,0.8277,0.0002
13.051106,1.454364,0.303886,0.039951,12.0271,spiir,1,0,0.9664,0.0
4.828376,3.216014,0.075671,-0.910739,11.576539,spiir,1,0,0.4116,0.0
20.28953,1.060155,0.444727,0.444727,11.035879,gstlal,1,0,0.9205,0.0
6.165571,2.603829,-0.139219,-0.139219,11.276004,gstlal,1,0,0.6007,0.0
1.692652,1.360941,-0.354034,-0.268088,11.748504,pycbc,1,1,0.9977,0.2764
2.243375,1.063013,0.345874,-0.634048,15.5365,pycbc,1,1,0.996,0.3895
4.4647,0.61937,0.44534,-0.14604,13.473513,MBTA,1,1,0.9791,0.5034
1.771939,1.314781,0.006705,-0.02381,15.693458,MBTA,1,1,0.9977,0.9962
1.817361,1.283877,-0.002135,-0.002135,15.426179,pycbc,1,1,0.9977,0.997
1.727855,1.346386,-0.015469,-0.015469,15.464031,gstlal,1,1,0.9977,0.997
2.288183,1.027161,-0.656844,0.0,11.149855,pycbc,1,1,0.9977,0.8245
2.067748,1.161715,0.727531,0.016585,10.925153,spiir,1,1,0.9977,0.9959
2.051393,1.149659,0.03307,0.035259,15.345983,spiir,1,1,0.9977,0.997
1.928206,1.215982,0.015469,0.015469,15.430806,gstlal,1,1,0.9977,0.997
2.099693,1.121534,-0.309894,-0.049737,8.509051,spiir,1,1,0.9977,0.9872
2.084111,1.148604,0.975778,-0.031793,8.126205,spiir,1,1,0.9977,0.9907
14.964974,1.646898,0.317929,0.263624,10.604688,pycbc,1,0,0.6829,0.0001
